Source Label,Label,Adjusted Time,Target Label,Number of Records
Jane Tyler,emails,10/27/2015 11:03:16 AM,Timothy Gibson,1
Jane Tyler,emails,10/28/2015 5:32:34 PM,Timothy Gibson,1
Jane Tyler,emails,10/31/2015 4:31:31 PM,Timothy Gibson,1
Jane Tyler,emails,11-05-2015 23:29,Timothy Gibson,1
Jane Tyler,emails,11-08-2015 15:58,Timothy Gibson,1
Jane Tyler,emails,11-09-2015 00:15,Timothy Gibson,1
Jane Tyler,emails,11-09-2015 15:24,Timothy Gibson,1
Jane Tyler,emails,11-09-2015 17:09,Timothy Gibson,1
Jane Tyler,emails,11-12-2015 22:43,Timothy Gibson,1
Jane Tyler,emails,11/15/2015 1:36:16 PM,Timothy Gibson,1
Jane Tyler,emails,11/17/2015 10:35:26 AM,Timothy Gibson,1
Jane Tyler,emails,11/17/2015 11:15:18 PM,Timothy Gibson,1
Jane Tyler,emails,11/21/2015 3:41:31 PM,Timothy Gibson,1
Jane Tyler,emails,11/23/2015 1:12:07 AM,Timothy Gibson,1
Jane Tyler,emails,11/26/2015 7:39:19 AM,Timothy Gibson,1
Jane Tyler,emails,11/26/2015 5:50:56 PM,Timothy Gibson,1
Jane Tyler,emails,11/28/2015 2:44:44 PM,Timothy Gibson,1
Jane Tyler,emails,11/30/2015 12:08:14 AM,Timothy Gibson,1
Jane Tyler,emails,12-04-2015 05:47,Timothy Gibson,1
Jane Tyler,emails,12-10-2015 08:20,Timothy Gibson,1
Jane Tyler,emails,12-10-2015 20:19,Timothy Gibson,1
Jane Tyler,emails,12-11-2015 21:20,Timothy Gibson,1
Jane Tyler,emails,12-12-2015 00:33,Timothy Gibson,1
Jane Tyler,emails,12-12-2015 13:47,Timothy Gibson,1
Jane Tyler,emails,12/13/2015 12:03:55 AM,Timothy Gibson,1
Jane Tyler,emails,12/15/2015 7:11:15 PM,Timothy Gibson,1
Jane Tyler,emails,12/18/2015 6:32:16 AM,Timothy Gibson,1
Jane Tyler,emails,12/19/2015 7:06:18 AM,Timothy Gibson,1
Jane Tyler,emails,12/20/2015 2:00:31 AM,Timothy Gibson,1
Jane Tyler,emails,12/21/2015 12:03:28 PM,Timothy Gibson,1
Jane Tyler,emails,12/22/2015 4:19:06 PM,Timothy Gibson,1
Jane Tyler,emails,12/23/2015 11:26:43 AM,Timothy Gibson,1
Jane Tyler,emails,12/29/2015 5:34:19 AM,Timothy Gibson,1
Jane Tyler,emails,01-02-2016 15:32,Timothy Gibson,1
Jane Tyler,emails,01-03-2016 03:46,Timothy Gibson,1
Jane Tyler,emails,01-07-2016 13:04,Timothy Gibson,1
Jane Tyler,emails,01-08-2016 15:48,Timothy Gibson,1
Jane Tyler,emails,01-09-2016 15:22,Timothy Gibson,1
Jane Tyler,emails,01-09-2016 23:04,Timothy Gibson,1
Jane Tyler,emails,1/14/2016 12:56:54 AM,Timothy Gibson,1
Jane Tyler,emails,1/15/2016 6:54:26 AM,Timothy Gibson,1
Jane Tyler,emails,1/16/2016 1:53:36 AM,Timothy Gibson,1
Jane Tyler,emails,1/18/2016 10:27:39 PM,Timothy Gibson,1
Jane Tyler,emails,1/22/2016 3:37:44 AM,Timothy Gibson,1
Jane Tyler,emails,1/28/2016 12:56:39 AM,Timothy Gibson,1
Jane Tyler,emails,1/28/2016 4:42:50 AM,Timothy Gibson,1
Jane Tyler,emails,1/28/2016 4:53:27 PM,Timothy Gibson,1
Jane Tyler,emails,1/28/2016 7:30:38 PM,Timothy Gibson,1
Jane Tyler,emails,02-01-2016 16:43,Timothy Gibson,1
Jane Tyler,emails,02-02-2016 12:41,Timothy Gibson,1
Jane Tyler,emails,02-02-2016 23:56,Timothy Gibson,1
Jane Tyler,emails,02-03-2016 18:07,Timothy Gibson,1
Jane Tyler,emails,02-06-2016 01:23,Timothy Gibson,1
Jane Tyler,emails,02-07-2016 08:01,Timothy Gibson,1
Jane Tyler,emails,2/18/2016 4:55:32 AM,Timothy Gibson,1
Jane Tyler,emails,2/24/2016 1:23:46 AM,Timothy Gibson,1
Jane Tyler,emails,2/29/2016 1:55:52 PM,Timothy Gibson,1
Jane Tyler,emails,03-05-2016 00:10,Timothy Gibson,1
Jane Tyler,emails,03-11-2016 22:34,Timothy Gibson,1
Jane Tyler,emails,03-12-2016 00:10,Timothy Gibson,1
Jane Tyler,emails,3/13/2016 6:47:54 AM,Timothy Gibson,1
Jane Tyler,emails,3/15/2016 4:28:27 AM,Timothy Gibson,1
Jane Tyler,emails,3/19/2016 1:53:03 AM,Timothy Gibson,1
Jane Tyler,emails,3/20/2016 2:07:41 AM,Timothy Gibson,1
Jane Tyler,emails,3/20/2016 9:16:18 AM,Timothy Gibson,1
Jane Tyler,emails,3/23/2016 8:10:19 PM,Timothy Gibson,1
Jane Tyler,emails,3/24/2016 1:46:46 AM,Timothy Gibson,1
Jane Tyler,emails,04-05-2016 21:49,Timothy Gibson,1
Jane Tyler,emails,04-08-2016 14:00,Timothy Gibson,1
Jane Tyler,emails,4/16/2016 2:20:39 PM,Timothy Gibson,1
Jane Tyler,emails,4/17/2016 12:27:43 PM,Timothy Gibson,1
Jane Tyler,emails,4/17/2016 12:36:41 PM,Timothy Gibson,1
Jane Tyler,emails,4/19/2016 5:04:43 PM,Timothy Gibson,1
Jane Tyler,emails,4/22/2016 5:04:49 AM,Timothy Gibson,1
Jane Tyler,emails,4/25/2016 1:23:31 AM,Timothy Gibson,1
Jane Tyler,emails,4/30/2016 6:12:42 PM,Timothy Gibson,1
Jane Tyler,emails,5/14/2016 11:51:19 AM,Timothy Gibson,1
Jane Tyler,emails,5/14/2016 11:34:52 PM,Timothy Gibson,1
Jane Tyler,emails,5/22/2016 10:11:16 PM,Timothy Gibson,1
Jane Tyler,emails,5/26/2016 1:26:20 PM,Timothy Gibson,1
Jane Tyler,emails,5/27/2016 5:48:04 AM,Timothy Gibson,1
Jane Tyler,emails,06-02-2016 07:52,Timothy Gibson,1
Jane Tyler,emails,06-06-2016 11:11,Timothy Gibson,1
Jane Tyler,emails,6/14/2016 7:39:58 PM,Timothy Gibson,1
Jane Tyler,emails,6/16/2016 1:14:49 PM,Timothy Gibson,1
Jane Tyler,emails,6/17/2016 10:29:55 AM,Timothy Gibson,1
Jane Tyler,emails,6/27/2016 4:57:13 PM,Timothy Gibson,1
Jane Tyler,emails,6/30/2016 11:01:17 AM,Timothy Gibson,1
Jane Tyler,emails,07-01-2016 17:25,Timothy Gibson,1
Jane Tyler,emails,07-04-2016 15:50,Timothy Gibson,1
Jane Tyler,emails,07-07-2016 19:58,Timothy Gibson,1
Jane Tyler,emails,7/14/2016 2:48:14 AM,Timothy Gibson,1
Jane Tyler,emails,7/16/2016 11:33:02 AM,Timothy Gibson,1
Jane Tyler,emails,7/17/2016 1:06:40 PM,Timothy Gibson,1
Jane Tyler,emails,7/18/2016 5:31:36 AM,Timothy Gibson,1
Jane Tyler,emails,7/19/2016 2:31:32 AM,Timothy Gibson,1
Jane Tyler,emails,7/21/2016 10:13:59 PM,Timothy Gibson,1
Jane Tyler,emails,7/24/2016 1:05:44 AM,Timothy Gibson,1
Jane Tyler,emails,7/27/2016 3:09:24 AM,Timothy Gibson,1
Jane Tyler,emails,7/30/2016 12:21:20 AM,Timothy Gibson,1
Jane Tyler,emails,08-01-2016 23:10,Timothy Gibson,1
Jane Tyler,emails,08-05-2016 16:46,Timothy Gibson,1
Jane Tyler,emails,08-06-2016 19:09,Timothy Gibson,1
Jane Tyler,emails,8/15/2016 3:19:59 PM,Timothy Gibson,1
Jane Tyler,emails,8/16/2016 6:45:22 PM,Timothy Gibson,1
Jane Tyler,emails,8/17/2016 1:31:38 AM,Timothy Gibson,1
Jane Tyler,emails,8/17/2016 5:43:57 AM,Timothy Gibson,1
Jane Tyler,emails,8/17/2016 8:43:07 PM,Timothy Gibson,1
Jane Tyler,emails,8/17/2016 11:50:27 PM,Timothy Gibson,1
Jane Tyler,emails,8/20/2016 4:16:28 PM,Timothy Gibson,1
Jane Tyler,emails,8/22/2016 3:35:59 AM,Timothy Gibson,1
Jane Tyler,emails,8/23/2016 1:57:09 PM,Timothy Gibson,1
Jane Tyler,emails,8/25/2016 10:29:26 AM,Timothy Gibson,1
Jane Tyler,emails,8/30/2016 8:15:20 PM,Timothy Gibson,1
Jane Tyler,emails,8/30/2016 10:01:45 PM,Timothy Gibson,1
Jane Tyler,emails,09-01-2016 12:55,Timothy Gibson,1
Jane Tyler,emails,09-04-2016 02:42,Timothy Gibson,1
Jane Tyler,emails,09-06-2016 02:57,Timothy Gibson,1
Jane Tyler,emails,09-12-2016 13:12,Timothy Gibson,1
Jane Tyler,emails,9/15/2016 7:06:41 AM,Timothy Gibson,1
Jane Tyler,emails,9/15/2016 1:53:36 PM,Timothy Gibson,1
Jane Tyler,emails,9/16/2016 3:55:40 PM,Timothy Gibson,1
Jane Tyler,emails,9/19/2016 10:52:20 PM,Timothy Gibson,1
Jane Tyler,emails,9/21/2016 11:04:26 AM,Timothy Gibson,1
Jane Tyler,emails,9/21/2016 7:52:14 PM,Timothy Gibson,1
Jane Tyler,emails,9/27/2016 1:32:30 AM,Timothy Gibson,1
Jane Tyler,emails,10-01-2016 04:10,Timothy Gibson,1
Jane Tyler,emails,10-06-2016 01:23,Timothy Gibson,1
Jane Tyler,emails,10/13/2016 9:23:40 PM,Timothy Gibson,1
Jane Tyler,emails,10/20/2016 7:51:29 PM,Timothy Gibson,1
Jane Tyler,emails,10/27/2016 8:57:55 PM,Timothy Gibson,1
Jane Tyler,emails,10/27/2016 9:13:16 PM,Timothy Gibson,1
Jane Tyler,emails,10/28/2016 5:03:02 AM,Timothy Gibson,1
Jane Tyler,emails,11-04-2016 19:47,Timothy Gibson,1
Jane Tyler,emails,11-06-2016 13:39,Timothy Gibson,1
Jane Tyler,emails,11-07-2016 18:59,Timothy Gibson,1
Jane Tyler,emails,11-10-2016 20:26,Timothy Gibson,1
Jane Tyler,emails,11-12-2016 14:08,Timothy Gibson,1
Jane Tyler,emails,11/13/2016 2:53:23 PM,Timothy Gibson,1
Jane Tyler,emails,11/15/2016 10:45:10 PM,Timothy Gibson,1
Jane Tyler,emails,11/19/2016 6:30:28 PM,Timothy Gibson,1
Jane Tyler,emails,11/20/2016 2:27:29 PM,Timothy Gibson,1
Jane Tyler,emails,11/25/2016 1:23:51 AM,Timothy Gibson,1
Jane Tyler,emails,12-01-2016 00:23,Timothy Gibson,1
Jane Tyler,emails,12/13/2016 9:35:23 PM,Timothy Gibson,1
Jane Tyler,emails,12/29/2016 5:18:26 PM,Timothy Gibson,1
Jane Tyler,emails,12/31/2016 6:57:37 AM,Timothy Gibson,1
Jane Tyler,emails,01-12-2017 11:32,Timothy Gibson,1
Jane Tyler,emails,1/14/2017 9:19:31 AM,Timothy Gibson,1
Jane Tyler,emails,1/17/2017 8:11:55 AM,Timothy Gibson,1
Jane Tyler,emails,1/23/2017 2:55:28 AM,Timothy Gibson,1
Jane Tyler,emails,1/24/2017 11:05:03 AM,Timothy Gibson,1
Jane Tyler,emails,1/27/2017 11:00:54 AM,Timothy Gibson,1
Jane Tyler,emails,1/30/2017 5:56:21 PM,Timothy Gibson,1
Jane Tyler,emails,02-01-2017 13:57,Timothy Gibson,1
Jane Tyler,emails,02-02-2017 12:09,Timothy Gibson,1
Jane Tyler,emails,02-03-2017 12:16,Timothy Gibson,1
Jane Tyler,emails,02-04-2017 00:12,Timothy Gibson,1
Jane Tyler,emails,02-07-2017 05:47,Timothy Gibson,1
Jane Tyler,emails,02-08-2017 07:25,Timothy Gibson,1
Jane Tyler,emails,02-12-2017 21:37,Timothy Gibson,1
Jane Tyler,emails,2/15/2017 7:17:46 PM,Timothy Gibson,1
Jane Tyler,emails,2/27/2017 8:10:06 AM,Timothy Gibson,1
Jane Tyler,emails,3/21/2017 11:49:40 PM,Timothy Gibson,1
Jane Tyler,emails,3/31/2017 3:55:45 AM,Timothy Gibson,1
Jane Tyler,emails,04-02-2017 03:10,Timothy Gibson,1
Jane Tyler,emails,04-05-2017 20:43,Timothy Gibson,1
Jane Tyler,emails,04-06-2017 07:16,Timothy Gibson,1
Jane Tyler,emails,04-08-2017 03:04,Timothy Gibson,1
Jane Tyler,emails,04-12-2017 08:40,Timothy Gibson,1
Jane Tyler,emails,4/13/2017 8:54:53 AM,Timothy Gibson,1
Jane Tyler,emails,4/14/2017 6:52:47 AM,Timothy Gibson,1
Jane Tyler,emails,4/15/2017 9:40:53 PM,Timothy Gibson,1
Jane Tyler,emails,4/15/2017 10:26:13 PM,Timothy Gibson,1
Jane Tyler,emails,4/17/2017 2:25:38 PM,Timothy Gibson,1
Jane Tyler,emails,05-03-2017 08:46,Timothy Gibson,1
Jane Tyler,emails,05-05-2017 02:13,Timothy Gibson,1
Jane Tyler,emails,05-11-2017 16:49,Timothy Gibson,1
Jane Tyler,emails,5/25/2017 10:41:21 AM,Timothy Gibson,1
Jane Tyler,emails,5/25/2017 3:56:54 PM,Timothy Gibson,1
Jane Tyler,emails,5/28/2017 1:04:10 AM,Timothy Gibson,1
Jane Tyler,emails,5/29/2017 3:57:36 AM,Timothy Gibson,1
Jane Tyler,emails,06-03-2017 07:28,Timothy Gibson,1
Jane Tyler,emails,6/24/2017 1:30:03 AM,Timothy Gibson,1
Jane Tyler,emails,6/27/2017 4:59:51 AM,Timothy Gibson,1
Jane Tyler,emails,6/28/2017 5:51:02 PM,Timothy Gibson,1
Jane Tyler,emails,6/30/2017 9:07:42 AM,Timothy Gibson,1
Jane Tyler,emails,7/14/2017 11:16:28 PM,Timothy Gibson,1
Jane Tyler,emails,7/27/2017 3:31:19 AM,Timothy Gibson,1
Jane Tyler,emails,08-03-2017 23:10,Timothy Gibson,1
Jane Tyler,emails,08-08-2017 09:50,Timothy Gibson,1
Jane Tyler,emails,08-10-2017 19:39,Timothy Gibson,1
Jane Tyler,emails,08-11-2017 09:30,Timothy Gibson,1
Jane Tyler,emails,8/13/2017 2:41:44 AM,Timothy Gibson,1
Jane Tyler,emails,8/17/2017 7:47:39 AM,Timothy Gibson,1
Jane Tyler,emails,8/21/2017 3:31:53 PM,Timothy Gibson,1
Jane Tyler,emails,09-04-2017 17:57,Timothy Gibson,1
Jane Tyler,emails,09-05-2017 02:47,Timothy Gibson,1
Jane Tyler,emails,9/13/2017 12:35:15 AM,Timothy Gibson,1
Jane Tyler,emails,9/15/2017 5:47:35 PM,Timothy Gibson,1
Jane Tyler,emails,9/21/2017 10:25:29 AM,Timothy Gibson,1
Jane Tyler,emails,9/22/2017 2:42:19 AM,Timothy Gibson,1
Jane Tyler,emails,9/23/2017 9:24:09 AM,Timothy Gibson,1
Jane Tyler,emails,9/25/2017 7:48:23 AM,Timothy Gibson,1
Jane Tyler,emails,9/29/2017 1:37:05 PM,Timothy Gibson,1
Jane Tyler,emails,9/30/2017 4:59:41 AM,Timothy Gibson,1
Jane Tyler,emails,10-01-2017 06:20,Timothy Gibson,1
Jane Tyler,emails,10-03-2017 02:04,Timothy Gibson,1
Jane Tyler,emails,10-04-2017 10:06,Timothy Gibson,1
Jane Tyler,emails,10/13/2017 4:38:17 AM,Timothy Gibson,1
Jane Tyler,emails,10/16/2017 10:46:33 PM,Timothy Gibson,1
Jane Tyler,emails,10/19/2017 8:36:20 PM,Timothy Gibson,1
Jane Tyler,emails,10/20/2017 1:52:53 PM,Timothy Gibson,1
Jane Tyler,emails,10/23/2017 4:57:59 AM,Timothy Gibson,1
Jane Tyler,emails,10/23/2017 5:09:22 AM,Timothy Gibson,1
Jane Tyler,emails,11-05-2017 07:03,Timothy Gibson,1
Jane Tyler,emails,11/15/2017 10:28:14 AM,Timothy Gibson,1
Jane Tyler,emails,11/17/2017 2:05:30 AM,Timothy Gibson,1
Jane Tyler,emails,11/17/2017 12:08:38 PM,Timothy Gibson,1
Jane Tyler,emails,11/20/2017 2:25:38 AM,Timothy Gibson,1
Jane Tyler,emails,11/29/2017 3:31:26 PM,Timothy Gibson,1
Jane Tyler,emails,12/15/2017 9:36:23 AM,Timothy Gibson,1
Jane Tyler,emails,12/16/2017 6:50:32 AM,Timothy Gibson,1
Jane Tyler,emails,12/17/2017 5:09:36 AM,Timothy Gibson,1
Jane Tyler,emails,12/18/2017 7:23:35 PM,Timothy Gibson,1
Jane Tyler,emails,12/22/2017 8:02:12 PM,Timothy Gibson,1
Jane Tyler,emails,12/25/2017 8:46:17 AM,Timothy Gibson,1
Jane Tyler,emails,12/28/2017 5:15:42 PM,Timothy Gibson,1
Jane Tyler,emails,12/29/2017 3:07:42 AM,Timothy Gibson,1
Sheilah Stachniw,emails,12/16/2015 7:38:53 AM,Melita Scarpaci,1
Sheilah Stachniw,emails,5/22/2016 12:38:53 PM,Lizbeth Jindra,1
Sheilah Stachniw,emails,2/26/2017 4:38:53 AM,Kerstin Belveal,1
Sheilah Stachniw,emails,7/24/2016 10:38:53 PM,Tobi Gatlin,1
Sheilah Stachniw,emails,11-06-2015 05:38,Dylan Ballard,1
Sheilah Stachniw,emails,4/17/2016 6:38:53 AM,Lindsy Henion,1
Sheilah Stachniw,emails,11/25/2015 9:38:53 PM,Rosalia Larroque,1
Richard Fox,emails,8/25/2015 5:44:57 AM,Jane Tyler,1
Richard Fox,emails,9/20/2015 8:15:01 AM,Jane Tyler,1
Richard Fox,emails,02-01-2016 02:57,Jane Tyler,1
Richard Fox,emails,11-10-2015 07:36,Timothy Gibson,1
Ferne Hards,emails,11-08-2015 17:38,Refugio Orrantia,1
Ferne Hards,emails,01-05-2016 15:38,Tobi Gatlin,1
Ferne Hards,emails,2/23/2016 3:38:53 AM,Lindsy Henion,1
Ferne Hards,emails,5/28/2017 4:13:53 AM,Lindsy Henion,1
Tobi Gatlin,emails,03-04-2016 15:38,Sheilah Stachniw,1
Tobi Gatlin,emails,11-08-2015 17:08,Ferne Hards,1
Tobi Gatlin,emails,08-04-2017 10:38,Ferne Hards,1
Tobi Gatlin,emails,11-08-2015 17:08,Sherrell Biebel,1
Tobi Gatlin,emails,1/24/2016 1:38:53 PM,Sherrell Biebel,1
Sherrell Biebel,emails,03-02-2016 11:38,Refugio Orrantia,1
Sherrell Biebel,emails,11/25/2015 6:38:53 PM,Ramiro Gault,1
Sherrell Biebel,emails,04-02-2016 17:38,Alex Hall,1
Sherrell Biebel,emails,12-12-2015 06:38,Jose Ringwald,1
Sherrell Biebel,emails,11/20/2015 12:38:53 PM,Tobi Gatlin,1
Sherrell Biebel,emails,9/26/2017 8:55:54 AM,Timothy Gibson,1
Patrick Lane,emails,9/29/2016 5:38:53 AM,Martha Harris,1
Dylan Ballard,emails,04-09-2016 13:38,Sheilah Stachniw,1
Lindsy Henion,emails,02-11-2017 16:38,Sheilah Stachniw,1
Lindsy Henion,emails,12-02-2015 04:38,Ferne Hards,1
Timothy Gibson,emails,06-04-2015 20:37,Jane Tyler,1
Timothy Gibson,emails,06-04-2015 22:28,Jane Tyler,1
Timothy Gibson,emails,06-05-2015 03:22,Jane Tyler,1
Timothy Gibson,emails,06-05-2015 17:17,Jane Tyler,1
Timothy Gibson,emails,06-06-2015 19:50,Jane Tyler,1
Timothy Gibson,emails,06-06-2015 23:03,Jane Tyler,1
Timothy Gibson,emails,06-07-2015 00:49,Jane Tyler,1
Timothy Gibson,emails,06-07-2015 03:59,Jane Tyler,1
Timothy Gibson,emails,06-07-2015 04:03,Jane Tyler,1
Timothy Gibson,emails,06-07-2015 20:23,Jane Tyler,1
Timothy Gibson,emails,06-10-2015 15:02,Jane Tyler,1
Timothy Gibson,emails,06-10-2015 19:40,Jane Tyler,1
Timothy Gibson,emails,06-11-2015 13:03,Jane Tyler,1
Timothy Gibson,emails,6/13/2015 10:12:43 AM,Jane Tyler,1
Timothy Gibson,emails,6/13/2015 10:25:13 AM,Jane Tyler,1
Timothy Gibson,emails,6/14/2015 12:02:51 AM,Jane Tyler,1
Timothy Gibson,emails,6/14/2015 3:56:36 AM,Jane Tyler,1
Timothy Gibson,emails,6/14/2015 6:31:57 AM,Jane Tyler,1
Timothy Gibson,emails,6/15/2015 1:06:15 AM,Jane Tyler,1
Timothy Gibson,emails,6/16/2015 4:11:30 AM,Jane Tyler,1
Timothy Gibson,emails,6/16/2015 8:04:25 AM,Jane Tyler,1
Timothy Gibson,emails,6/16/2015 4:57:46 PM,Jane Tyler,1
Timothy Gibson,emails,6/17/2015 3:26:55 AM,Jane Tyler,1
Timothy Gibson,emails,6/19/2015 2:03:44 AM,Jane Tyler,1
Timothy Gibson,emails,6/19/2015 8:47:19 AM,Jane Tyler,1
Timothy Gibson,emails,6/19/2015 5:12:13 PM,Jane Tyler,1
Timothy Gibson,emails,6/20/2015 2:05:26 AM,Jane Tyler,1
Timothy Gibson,emails,6/20/2015 3:24:58 AM,Jane Tyler,1
Timothy Gibson,emails,6/20/2015 3:35:19 PM,Jane Tyler,1
Timothy Gibson,emails,6/21/2015 5:33:51 AM,Jane Tyler,1
Timothy Gibson,emails,6/21/2015 2:44:05 PM,Jane Tyler,1
Timothy Gibson,emails,6/21/2015 4:02:13 PM,Jane Tyler,1
Timothy Gibson,emails,6/21/2015 4:41:27 PM,Jane Tyler,1
Timothy Gibson,emails,6/22/2015 5:27:20 PM,Jane Tyler,1
Timothy Gibson,emails,6/24/2015 6:35:53 AM,Jane Tyler,1
Timothy Gibson,emails,6/24/2015 12:05:54 PM,Jane Tyler,1
Timothy Gibson,emails,6/24/2015 2:09:45 PM,Jane Tyler,1
Timothy Gibson,emails,6/24/2015 5:09:42 PM,Jane Tyler,1
Timothy Gibson,emails,6/25/2015 5:15:17 PM,Jane Tyler,1
Timothy Gibson,emails,6/25/2015 7:32:40 PM,Jane Tyler,1
Timothy Gibson,emails,6/25/2015 10:39:51 PM,Jane Tyler,1
Timothy Gibson,emails,6/27/2015 8:45:10 AM,Jane Tyler,1
Timothy Gibson,emails,6/27/2015 5:37:10 PM,Jane Tyler,1
Timothy Gibson,emails,6/27/2015 9:41:01 PM,Jane Tyler,1
Timothy Gibson,emails,6/28/2015 7:32:04 AM,Jane Tyler,1
Timothy Gibson,emails,6/28/2015 11:22:09 AM,Jane Tyler,1
Timothy Gibson,emails,6/29/2015 10:56:10 AM,Jane Tyler,1
Timothy Gibson,emails,07-01-2015 21:13,Jane Tyler,1
Timothy Gibson,emails,07-02-2015 02:13,Jane Tyler,1
Timothy Gibson,emails,07-02-2015 06:01,Jane Tyler,1
Timothy Gibson,emails,07-02-2015 17:32,Jane Tyler,1
Timothy Gibson,emails,07-02-2015 22:04,Jane Tyler,1
Timothy Gibson,emails,07-03-2015 14:56,Jane Tyler,1
Timothy Gibson,emails,07-05-2015 07:57,Jane Tyler,1
Timothy Gibson,emails,07-05-2015 12:53,Jane Tyler,1
Timothy Gibson,emails,07-06-2015 13:59,Jane Tyler,1
Timothy Gibson,emails,07-07-2015 01:42,Jane Tyler,1
Timothy Gibson,emails,07-11-2015 07:33,Jane Tyler,1
Timothy Gibson,emails,07-11-2015 17:35,Jane Tyler,1
Timothy Gibson,emails,07-11-2015 23:54,Jane Tyler,1
Timothy Gibson,emails,07-12-2015 23:32,Jane Tyler,1
Timothy Gibson,emails,7/13/2015 1:45:35 PM,Jane Tyler,1
Timothy Gibson,emails,7/14/2015 5:35:28 AM,Jane Tyler,1
Timothy Gibson,emails,7/14/2015 1:09:42 PM,Jane Tyler,1
Timothy Gibson,emails,7/14/2015 2:37:07 PM,Jane Tyler,1
Timothy Gibson,emails,7/15/2015 10:01:50 PM,Jane Tyler,1
Timothy Gibson,emails,7/16/2015 8:37:07 PM,Jane Tyler,1
Timothy Gibson,emails,7/17/2015 9:21:00 AM,Jane Tyler,1
Timothy Gibson,emails,7/17/2015 1:17:54 PM,Jane Tyler,1
Timothy Gibson,emails,7/19/2015 1:33:30 AM,Jane Tyler,1
Timothy Gibson,emails,7/19/2015 11:49:47 PM,Jane Tyler,1
Timothy Gibson,emails,7/20/2015 5:24:49 PM,Jane Tyler,1
Timothy Gibson,emails,7/21/2015 12:49:03 AM,Jane Tyler,1
Timothy Gibson,emails,7/22/2015 11:16:07 AM,Jane Tyler,1
Timothy Gibson,emails,7/22/2015 10:41:24 PM,Jane Tyler,1
Timothy Gibson,emails,7/23/2015 12:03:26 AM,Jane Tyler,1
Timothy Gibson,emails,7/24/2015 11:16:08 AM,Jane Tyler,1
Timothy Gibson,emails,7/25/2015 3:06:19 AM,Jane Tyler,1
Timothy Gibson,emails,7/25/2015 9:06:40 PM,Jane Tyler,1
Timothy Gibson,emails,7/26/2015 9:20:09 AM,Jane Tyler,1
Timothy Gibson,emails,7/26/2015 9:12:00 PM,Jane Tyler,1
Timothy Gibson,emails,7/29/2015 8:16:10 AM,Jane Tyler,1
Timothy Gibson,emails,7/29/2015 10:18:08 AM,Jane Tyler,1
Timothy Gibson,emails,7/30/2015 11:58:48 AM,Jane Tyler,1
Timothy Gibson,emails,7/31/2015 4:45:35 PM,Jane Tyler,1
Timothy Gibson,emails,08-01-2015 18:20,Jane Tyler,1
Timothy Gibson,emails,08-03-2015 07:04,Jane Tyler,1
Timothy Gibson,emails,08-03-2015 12:00,Jane Tyler,1
Timothy Gibson,emails,08-03-2015 14:46,Jane Tyler,1
Timothy Gibson,emails,08-03-2015 18:17,Jane Tyler,1
Timothy Gibson,emails,08-05-2015 07:58,Jane Tyler,1
Timothy Gibson,emails,08-06-2015 01:11,Jane Tyler,1
Timothy Gibson,emails,08-08-2015 08:19,Jane Tyler,1
Timothy Gibson,emails,08-08-2015 18:15,Jane Tyler,1
Timothy Gibson,emails,08-08-2015 23:55,Jane Tyler,1
Timothy Gibson,emails,08-09-2015 10:20,Jane Tyler,1
Timothy Gibson,emails,08-10-2015 03:28,Jane Tyler,1
Timothy Gibson,emails,08-11-2015 09:04,Jane Tyler,1
Timothy Gibson,emails,08-11-2015 22:46,Jane Tyler,1
Timothy Gibson,emails,8/13/2015 3:06:06 AM,Jane Tyler,1
Timothy Gibson,emails,8/13/2015 8:09:50 PM,Jane Tyler,1
Timothy Gibson,emails,8/13/2015 11:40:34 PM,Jane Tyler,1
Timothy Gibson,emails,8/15/2015 4:37:32 AM,Jane Tyler,1
Timothy Gibson,emails,8/16/2015 6:48:33 AM,Jane Tyler,1
Timothy Gibson,emails,8/16/2015 11:48:06 AM,Jane Tyler,1
Timothy Gibson,emails,8/16/2015 5:12:07 PM,Jane Tyler,1
Timothy Gibson,emails,8/16/2015 8:19:12 PM,Jane Tyler,1
Timothy Gibson,emails,8/18/2015 12:19:44 AM,Jane Tyler,1
Timothy Gibson,emails,8/21/2015 12:45:52 AM,Jane Tyler,1
Timothy Gibson,emails,8/23/2015 2:41:06 AM,Jane Tyler,1
Timothy Gibson,emails,8/23/2015 6:40:27 PM,Jane Tyler,1
Timothy Gibson,emails,8/24/2015 1:37:25 PM,Jane Tyler,1
Timothy Gibson,emails,8/26/2015 12:03:24 AM,Jane Tyler,1
Timothy Gibson,emails,8/26/2015 1:26:10 AM,Jane Tyler,1
Timothy Gibson,emails,8/26/2015 1:51:48 AM,Jane Tyler,1
Timothy Gibson,emails,8/26/2015 5:39:24 PM,Jane Tyler,1
Timothy Gibson,emails,8/27/2015 1:04:35 AM,Jane Tyler,1
Timothy Gibson,emails,8/29/2015 6:50:09 AM,Jane Tyler,1
Timothy Gibson,emails,8/31/2015 7:30:47 AM,Jane Tyler,1
Timothy Gibson,emails,8/31/2015 7:58:51 PM,Jane Tyler,1
Timothy Gibson,emails,09-04-2015 17:00,Jane Tyler,1
Timothy Gibson,emails,09-05-2015 01:09,Jane Tyler,1
Timothy Gibson,emails,09-07-2015 07:21,Jane Tyler,1
Timothy Gibson,emails,09-07-2015 22:05,Jane Tyler,1
Timothy Gibson,emails,09-08-2015 02:10,Jane Tyler,1
